m;exp_den_a_m
18809;37609
18811;37612
18813;37616
18815;37619
18817;37628
18819;37631
18821;37635
18823;37638
18825;37643
18827;37646
18829;37650
18831;37653
18833;37659
18835;37662
18837;37666
18839;37669
18841;37674
18843;37677
18845;37681
18847;37684
18849;37691
18851;37694
18853;37698
18855;37701
18857;37706
18859;37709
18861;37713
18863;37716
18865;37722
18867;37725
18869;37729
18871;37732
18873;37737
18875;37740
18877;37744
18879;37747
18881;37755
18883;37758
18885;37762
18887;37765
18889;37770
18891;37773
18893;37777
18895;37780
18897;37786
18899;37789
18901;37793
18903;37796
18905;37801
18907;37804
18909;37808
18911;37811
18913;37818
18915;37821
18917;37825
18919;37828
18921;37833
18923;37836
18925;37840
18927;37843
18929;37849
18931;37852
18933;37856
18935;37859
18937;37864
18939;37867
18941;37871
18943;37874
18945;37885
18947;37888
18949;37892
18951;37895
18953;37900
18955;37903
18957;37907
18959;37910
18961;37916
18963;37919
18965;37923
18967;37926
18969;37931
18971;37934
18973;37938
18975;37941
18977;37948
18979;37951
18981;37955
18983;37958
18985;37963
18987;37966
18989;37970
18991;37973
18993;37979
18995;37982
18997;37986
18999;37989
19001;37994
19003;37997
19005;38001
19007;38004
19009;38012
19011;38015
19013;38019
19015;38022
19017;38027
19019;38030
19021;38034
19023;38037
19025;38043
19027;38046
19029;38050
19031;38053
19033;38058
19035;38061
19037;38065
19039;38068
19041;38075
19043;38078
19045;38082
19047;38085
19049;38090
19051;38093
19053;38097
19055;38100
19057;38106
19059;38109
19061;38113
19063;38116
19065;38121
19067;38124
19069;38128
19071;38131
19073;38140
19075;38143
19077;38147
19079;38150
19081;38155
19083;38158
19085;38162
19087;38165
19089;38171
19091;38174
19093;38178
19095;38181
19097;38186
19099;38189
19101;38193
19103;38196
19105;38203
19107;38206
19109;38210
19111;38213
19113;38218
19115;38221
19117;38225
19119;38228
19121;38234
19123;38237
19125;38241
19127;38244
19129;38249
19131;38252
19133;38256
19135;38259
19137;38267
19139;38270
19141;38274
19143;38277
19145;38282
19147;38285
19149;38289
19151;38292
19153;38298
19155;38301
19157;38305
19159;38308
19161;38313
19163;38316
19165;38320
19167;38323
19169;38330
19171;38333
19173;38337
19175;38340
19177;38345
19179;38348
19181;38352
19183;38355
19185;38361
19187;38364
19189;38368
19191;38371
19193;38376
19195;38379
19197;38383
19199;38386
19201;38396
19203;38399
19205;38403
19207;38406
19209;38411
19211;38414
19213;38418
19215;38421
19217;38427
19219;38430
19221;38434
19223;38437
19225;38442
19227;38445
19229;38449
19231;38452
19233;38459
19235;38462
19237;38466
19239;38469
19241;38474
19243;38477
19245;38481
19247;38484
19249;38490
19251;38493
19253;38497
19255;38500
19257;38505
19259;38508
19261;38512
19263;38515
19265;38523
19267;38526
19269;38530
19271;38533
19273;38538
19275;38541
19277;38545
19279;38548
19281;38554
19283;38557
19285;38561
19287;38564
19289;38569
19291;38572
19293;38576
19295;38579
19297;38586
19299;38589
19301;38593
19303;38596
19305;38601
19307;38604
19309;38608
19311;38611
19313;38617
19315;38620
19317;38624
19319;38627
19321;38632
19323;38635
19325;38639
19327;38642
19329;38651
19331;38654
19333;38658
19335;38661
19337;38666
19339;38669
19341;38673
19343;38676
19345;38682
19347;38685
19349;38689
19351;38692
19353;38697
19355;38700
19357;38704
19359;38707
19361;38714
19363;38717
19365;38721
19367;38724
19369;38729
19371;38732
19373;38736
19375;38739
19377;38745
19379;38748
19381;38752
19383;38755
19385;38760
19387;38763
19389;38767
19391;38770
19393;38778
19395;38781
19397;38785
19399;38788
19401;38793
19403;38796
19405;38800
19407;38803
19409;38809
19411;38812
19413;38816
19415;38819
19417;38824
19419;38827
19421;38831
19423;38834
19425;38841
19427;38844
19429;38848
19431;38851
19433;38856
19435;38859
19437;38863
19439;38866
19441;38872
19443;38875
19445;38879
19447;38882
19449;38887
19451;38890
19453;38894
19455;38897
19457;38909
19459;38912
19461;38916
19463;38919
19465;38924
19467;38927
19469;38931
19471;38934
19473;38940
19475;38943
19477;38947
19479;38950
19481;38955
19483;38958
19485;38962
19487;38965
19489;38972
19491;38975
19493;38979
19495;38982
19497;38987
19499;38990
19501;38994
19503;38997
19505;39003
19507;39006
19509;39010
19511;39013
19513;39018
19515;39021
19517;39025
19519;39028
19521;39036
19523;39039
19525;39043
19527;39046
19529;39051
19531;39054
19533;39058
19535;39061
19537;39067
19539;39070
19541;39074
19543;39077
19545;39082
19547;39085
19549;39089
19551;39092
19553;39099
19555;39102
19557;39106
19559;39109
19561;39114
19563;39117
19565;39121
19567;39124
19569;39130
19571;39133
19573;39137
19575;39140
19577;39145
19579;39148
19581;39152
19583;39155
19585;39164
19587;39167
19589;39171
19591;39174
19593;39179
19595;39182
19597;39186
19599;39189
19601;39195
19603;39198
19605;39202
19607;39205
19609;39210
19611;39213
19613;39217
19615;39220
19617;39227
19619;39230
19621;39234
19623;39237
19625;39242
19627;39245
19629;39249
19631;39252
19633;39258
19635;39261
19637;39265
19639;39268
19641;39273
19643;39276
19645;39280
19647;39283
19649;39291
19651;39294
19653;39298
19655;39301
19657;39306
19659;39309
19661;39313
19663;39316
19665;39322
19667;39325
19669;39329
19671;39332
19673;39337
19675;39340
19677;39344
19679;39347
19681;39354
19683;39357
19685;39361
19687;39364
19689;39369
19691;39372
19693;39376
19695;39379
19697;39385
19699;39388
19701;39392
19703;39395
19705;39400
19707;39403
19709;39407
19711;39410
19713;39420
19715;39423
19717;39427
19719;39430
19721;39435
19723;39438
19725;39442
19727;39445
19729;39451
19731;39454
19733;39458
19735;39461
19737;39466
19739;39469
19741;39473
19743;39476
19745;39483
19747;39486
19749;39490
19751;39493
19753;39498
19755;39501
19757;39505
19759;39508
19761;39514
19763;39517
19765;39521
19767;39524
19769;39529
19771;39532
19773;39536
19775;39539
19777;39547
19779;39550
19781;39554
19783;39557
19785;39562
19787;39565
19789;39569
19791;39572
19793;39578
19795;39581
19797;39585
19799;39588
19801;39593
19803;39596
19805;39600
19807;39603
19809;39610
19811;39613
19813;39617
19815;39620
19817;39625
19819;39628
19821;39632
19823;39635
19825;39641
19827;39644
19829;39648
19831;39651
19833;39656
19835;39659
19837;39663
19839;39666
19841;39675
19843;39678
19845;39682
19847;39685
19849;39690
19851;39693
19853;39697
19855;39700
19857;39706
19859;39709
19861;39713
19863;39716
19865;39721
19867;39724
19869;39728
19871;39731
19873;39738
19875;39741
19877;39745
19879;39748
19881;39753
19883;39756
19885;39760
19887;39763
19889;39769
19891;39772
19893;39776
19895;39779
19897;39784
19899;39787
19901;39791
19903;39794
19905;39802
19907;39805
19909;39809
19911;39812
19913;39817
19915;39820
19917;39824
19919;39827
19921;39833
19923;39836
19925;39840
19927;39843
19929;39848
19931;39851
19933;39855
19935;39858
19937;39865
19939;39868
19941;39872
19943;39875
19945;39880
19947;39883
19949;39887
19951;39890
19953;39896
19955;39899
19957;39903
19959;39906
19961;39911
19963;39914
19965;39918
19967;39921
19969;39932
19971;39935
19973;39939
19975;39942
19977;39947
19979;39950
19981;39954
19983;39957
19985;39963
19987;39966
19989;39970
19991;39973
19993;39978
19995;39981
19997;39985
19999;39988
20001;39995
20003;39998
20005;40002
20007;40005
20009;40010
20011;40013
20013;40017
20015;40020
20017;40026
20019;40029
20021;40033
20023;40036
20025;40041
20027;40044
20029;40048
20031;40051
20033;40059
20035;40062
20037;40066
20039;40069
20041;40074
20043;40077
20045;40081
20047;40084
20049;40090
20051;40093
20053;40097
20055;40100
20057;40105
20059;40108
20061;40112
20063;40115
20065;40122
20067;40125
20069;40129
20071;40132
20073;40137
20075;40140
20077;40144
20079;40147
20081;40153
20083;40156
20085;40160
20087;40163
20089;40168
20091;40171
20093;40175
20095;40178
20097;40187
20099;40190
20101;40194
20103;40197
20105;40202
20107;40205
20109;40209
20111;40212
20113;40218
20115;40221
20117;40225
20119;40228
20121;40233
20123;40236
20125;40240
20127;40243
20129;40250
20131;40253
20133;40257
20135;40260
20137;40265
20139;40268
20141;40272
20143;40275
20145;40281
20147;40284
20149;40288
20151;40291
20153;40296
20155;40299
20157;40303
20159;40306
20161;40314
20163;40317
20165;40321
20167;40324
20169;40329
20171;40332
20173;40336
20175;40339
20177;40345
20179;40348
20181;40352
20183;40355
20185;40360
20187;40363
20189;40367
20191;40370
20193;40377
20195;40380
20197;40384
20199;40387
20201;40392
20203;40395
20205;40399
20207;40402
20209;40408
20211;40411
20213;40415
20215;40418
20217;40423
20219;40426
20221;40430
20223;40433
20225;40443
20227;40446
20229;40450
20231;40453
20233;40458
20235;40461
20237;40465
20239;40468
20241;40474
20243;40477
20245;40481
20247;40484
20249;40489
20251;40492
20253;40496
20255;40499
20257;40506
20259;40509
20261;40513
20263;40516
20265;40521
20267;40524
20269;40528
20271;40531
20273;40537
20275;40540
20277;40544
20279;40547
20281;40552
20283;40555
20285;40559
20287;40562
20289;40570
20291;40573
20293;40577
20295;40580
20297;40585
20299;40588
20301;40592
20303;40595
20305;40601
20307;40604
20309;40608
20311;40611
20313;40616
20315;40619
20317;40623
20319;40626
20321;40633
20323;40636
20325;40640
20327;40643
20329;40648
20331;40651
20333;40655
20335;40658
20337;40664
20339;40667
20341;40671
20343;40674
20345;40679
20347;40682
20349;40686
20351;40689
20353;40698
20355;40701
20357;40705
20359;40708
20361;40713
20363;40716
20365;40720
20367;40723
20369;40729
20371;40732
20373;40736
20375;40739
20377;40744
20379;40747
20381;40751
20383;40754
20385;40761
20387;40764
20389;40768
20391;40771
20393;40776
20395;40779
20397;40783
20399;40786
20401;40792
20403;40795
20405;40799
20407;40802
20409;40807
20411;40810
20413;40814
20415;40817
20417;40825
20419;40828
20421;40832
20423;40835
20425;40840
20427;40843
20429;40847
20431;40850
20433;40856
20435;40859
20437;40863
20439;40866
20441;40871
20443;40874
20445;40878
20447;40881
20449;40888
20451;40891
20453;40895
20455;40898
20457;40903
20459;40906
20461;40910
20463;40913
20465;40919
20467;40922
20469;40926
20471;40929
20473;40934
20475;40937
20477;40941
20479;40944
20481;40958
20483;40961
20485;40965
20487;40968
20489;40973
20491;40976
20493;40980
20495;40983
20497;40989
20499;40992
20501;40996
20503;40999
20505;41004
20507;41007
20509;41011
20511;41014
20513;41021
20515;41024
20517;41028
20519;41031
20521;41036
20523;41039
20525;41043
20527;41046
20529;41052
20531;41055
20533;41059
20535;41062
20537;41067
20539;41070
20541;41074
20543;41077
20545;41085
20547;41088
20549;41092
20551;41095
20553;41100
20555;41103
20557;41107
20559;41110
20561;41116
20563;41119
20565;41123
20567;41126
20569;41131
20571;41134
20573;41138
20575;41141
20577;41148
20579;41151
20581;41155
20583;41158
20585;41163
20587;41166
20589;41170
20591;41173
20593;41179
20595;41182
20597;41186
20599;41189
20601;41194
20603;41197
20605;41201
20607;41204
20609;41213
20611;41216
20613;41220
20615;41223
20617;41228
20619;41231
20621;41235
20623;41238
20625;41244
20627;41247
20629;41251
20631;41254
20633;41259
20635;41262
20637;41266
20639;41269
20641;41276
20643;41279
20645;41283
20647;41286
20649;41291
20651;41294
20653;41298
20655;41301
20657;41307
20659;41310
20661;41314
20663;41317
20665;41322
20667;41325
20669;41329
20671;41332
20673;41340
20675;41343
20677;41347
20679;41350
20681;41355
20683;41358
20685;41362
20687;41365
20689;41371
20691;41374
20693;41378
20695;41381
20697;41386
20699;41389
20701;41393
20703;41396
20705;41403
20707;41406
20709;41410
20711;41413
20713;41418
20715;41421
20717;41425
20719;41428
20721;41434
20723;41437
20725;41441
20727;41444
20729;41449
20731;41452
20733;41456
20735;41459
20737;41469
20739;41472
20741;41476
20743;41479
20745;41484
20747;41487
20749;41491
20751;41494
20753;41500
20755;41503
20757;41507
20759;41510
20761;41515
20763;41518
20765;41522
20767;41525
20769;41532
20771;41535
20773;41539
20775;41542
20777;41547
20779;41550
20781;41554
20783;41557
20785;41563
20787;41566
20789;41570
20791;41573
20793;41578
20795;41581
20797;41585
20799;41588
20801;41596
20803;41599
20805;41603
20807;41606
20809;41611
20811;41614
20813;41618
20815;41621
20817;41627
20819;41630
20821;41634
20823;41637
20825;41642
20827;41645
20829;41649
20831;41652
20833;41659
20835;41662
20837;41666
20839;41669
20841;41674
20843;41677
20845;41681
20847;41684
20849;41690
20851;41693
20853;41697
20855;41700
20857;41705
20859;41708
20861;41712
20863;41715
20865;41724
20867;41727
20869;41731
20871;41734
20873;41739
20875;41742
20877;41746
20879;41749
20881;41755
20883;41758
20885;41762
20887;41765
20889;41770
20891;41773
20893;41777
20895;41780
20897;41787
20899;41790
20901;41794
20903;41797
20905;41802
20907;41805
20909;41809
20911;41812
20913;41818
20915;41821
20917;41825
20919;41828
20921;41833
20923;41836
20925;41840
20927;41843
20929;41851
20931;41854
20933;41858
20935;41861
20937;41866
20939;41869
20941;41873
20943;41876
20945;41882
20947;41885
20949;41889
20951;41892
20953;41897
20955;41900
20957;41904
20959;41907
20961;41914
20963;41917
20965;41921
20967;41924
20969;41929
20971;41932
20973;41936
20975;41939
20977;41945
20979;41948
20981;41952
20983;41955
20985;41960
20987;41963
20989;41967
20991;41970
20993;41981
20995;41984
20997;41988
20999;41991
21001;41996
21003;41999
21005;42003
21007;42006
21009;42012
21011;42015
21013;42019
21015;42022
21017;42027
21019;42030
21021;42034
21023;42037
21025;42044
21027;42047
21029;42051
21031;42054
21033;42059
21035;42062
21037;42066
21039;42069
21041;42075
21043;42078
21045;42082
21047;42085
21049;42090
21051;42093
21053;42097
21055;42100
21057;42108
21059;42111
21061;42115
21063;42118
21065;42123
21067;42126
21069;42130
